score
-7
-6
-11
-5
-4
-10
-5
-5
-6
-6
-5
-6
-6
-5
-6
-6
-5
-7
-4
-5
-7
-6
-8
-6
-5
-6
-4
-6
-5
-8
-5
-7
-7
-5
-6
-7
-5
-6
-5
-6
-9
-6
-5
-8
-6
-7
-6
-7
-6
-6
-6
-6
-4
-5
-5
-6
-5
-5
-6
-5
-7
-6
-7
-6
-6
-7
-6
-7
-5
-5
-6
-6
-7
-6
-6
-7
-5
-8
-9
-6
-5
-6
-7
-7
-9
-5
-5
-5
-6
-5
-5
-6
-5
-5
-5
-5
-6
-5
-6
-7
