score
-31
-28
-25
-28
-28
-28
-28
-26
-33
-28
-28
-29
-27
-31
-26
-30
-29
-28
-26
-28
-31
-29
-27
-26
-27
-26
-29
-27
-33
-27
-27
-39
-25
-29
-25
-28
-25
-30
-26
-34
-29
-28
-27
-27
-29
-29
-30
-26
-26
-30
-27
-30
-29
-26
-32
-25
-29
-31
-27
-27
-30
-30
-28
-27
-28
-35
-27
-27
-29
-33
-28
-30
-33
-32
-28
-31
-27
-26
-31
-29
-31
-31
-26
-32
-29
-29
-31
-27
-28
-31
-28
-31
-27
-29
-25
-27
-24
-34
-31
-30
