strategy,10,20,50,100
one_choice,2.6,3.5,3.8,3.8
two_choice,2.1,2.2,2.5,2.6
two_thinning_fixed_limit_0,2.4,3.4,3.7,4.1
two_thinning_fixed_limit_1,2.3,2.7,3.2,3.4
two_thinning_fixed_limit_2,2.4,2.3,2.6,3.1
two_thinning_fixed_limit_3,2.7,3.1,3.1,3.2
two_thinning,2.0,2.2,2.7,3.3
three_thinning,2.2,2.2,2.2,2.3
two_thinning_rare_change,2.2,2.5,2.8,3.1
