score
-23
-23
-22
-22
-22
-22
-23
-22
-22
-23
-22
-23
-22
-24
-23
-22
-22
-22
-23
-24
-22
-22
-22
-23
-22
-22
-23
-22
-23
-22
-21
-23
-22
-22
-23
-24
-22
-23
-24
-23
-23
-22
-23
-24
-23
-22
-24
-22
-23
-23
-23
-23
-23
-23
-21
-23
-21
-22
-22
-23
-22
-21
-21
-24
-26
-22
-22
-21
-22
-26
-22
-24
-23
-23
-22
-22
-22
-22
-22
-22
-23
-23
-21
-22
-22
-22
-22
-22
-22
-23
-24
-22
-23
-22
-23
-24
-22
-22
-22
-23
-23
-23
-21
-22
-22
-22
-23
-22
-25
-22
-22
-23
-21
-22
-24
-23
-22
-22
-22
-23
-24
-23
-22
-22
-22
-23
-22
-22
-22
-22
-23
-23
-22
-23
-21
-22
-24
-24
-22
-22
-22
-23
-22
-24
-23
-22
-22
-23
-24
-23
-22
-21
-21
-23
-22
-22
-23
-24
-22
-23
-23
-22
-23
-22
-21
-22
-22
-24
-24
-23
-22
-22
-22
-23
-23
-22
-23
-25
-22
-22
-24
-23
-23
-23
-22
-22
-23
-23
-23
-22
-22
-22
-22
-21
-22
-23
-22
-22
-23
-22
-22
-22
-24
-23
-22
-21
-25
-23
-22
-23
-23
-23
-23
-24
-25
-22
-22
-24
-24
-23
-24
-24
-22
-23
-21
-23
-23
-23
-22
-22
-22
-23
-23
-22
-22
-22
-22
-23
-22
-22
-22
-22
-24
-23
-23
-23
-23
-23
-21
-22
-23
-21
-23
-22
-22
-24
-23
-23
-22
-22
-23
-23
-23
-25
-23
-22
-23
-22
-24
-22
-23
-22
-23
-23
-23
-23
-22
-23
-23
-23
-22
-22
-22
-23
-23
-21
-22
-22
-22
-22
-23
-22
-22
-22
-22
-22
-22
-23
-24
-22
-22
-23
-22
-23
-21
-23
-22
-22
-24
-26
-21
-23
-23
-24
-22
-23
-22
-22
-22
-22
-23
-22
-22
-22
-22
-22
-22
-23
-22
-22
-25
-22
-21
-24
-22
-21
-22
-23
-22
-23
-23
-22
-23
-23
-22
-23
-22
-22
-24
-22
-23
-22
-23
-22
-23
-22
-22
-22
-23
-23
-24
-23
-24
-21
-22
-21
-23
-23
-22
-25
-23
-23
-23
-25
-21
-22
-22
-21
-22
-22
-23
-22
-22
-22
-22
-25
-22
-24
-24
-23
-22
-22
-22
-22
-22
-23
-22
-22
-22
-22
-21
-23
-22
-23
-21
-24
-23
-24
-24
-22
-22
-22
-23
-22
-21
-22
-23
-23
-21
-22
-25
-24
-23
-22
-23
-23
-22
-23
-22
-23
-22
-23
-22
-25
-22
-22
-22
-22
-22
-21
-21
-23
-22
-22
-22
-23
-23
-21
-22
-23
-24
-22
-23
-23
-23
-23
-25
-24
-23
-23
-23
-22
-24
-22
-24
-22
-22
-23
-22
-22
-25
-26
-23
-22
-22
-22
-22
-21
-24
-22
-24
-22
-21
-23
-23
-22
-23
-24
-22
-22
-24
-25
-22
-24
-22
-22
-21
-23
-22
-22
-21
-22
-23
-24
-23
-23
-23
-23
-23
-22
-22
-22
-23
-23
-21
-24
-23
-23
-22
-24
-23
-22
-23
-24
-27
-24
-22
-23
-22
-22
-22
-23
-22
-26
-22
-22
-24
-23
-22
-22
-22
-22
-24
-21
-21
-22
-23
-22
-22
-24
-22
-22
-22
-22
-22
-22
-22
-22
-23
-22
-22
-22
-24
-24
-22
-22
-22
-21
-21
-22
-24
-22
-22
-23
-23
-23
-22
-22
-23
-22
-22
-23
-22
-21
-23
-21
-22
-22
-25
-25
-26
-22
-22
-23
-22
-22
-22
-22
-22
-23
-23
-22
-23
-22
-26
-22
-22
-22
-22
-24
-23
-24
-22
-22
-24
-22
-22
-22
-22
-22
-23
-22
-22
-22
-22
-23
-23
-24
-22
-23
-22
-24
-22
-23
-23
-24
-22
-22
-22
-23
-22
-22
-22
-22
-22
-22
-22
-23
-23
-21
-23
-22
-23
-22
-22
-22
-23
-22
-23
-22
-22
-23
-22
-21
-22
-22
-22
-21
-23
-22
-24
-23
-22
-22
-23
-22
-22
-24
-25
-23
-23
-23
-23
-23
-22
-22
-23
-23
-25
-22
-22
-23
-26
-23
-23
-24
-23
-23
-22
-23
