score
-52
-53
-54
-55
-53
-55
-55
-55
-53
-55
-54
-54
-56
-55
-56
-54
-55
-54
-54
-54
-55
-53
-54
-54
-54
-53
-53
-55
-53
-54
-53
-54
-54
-53
-54
-54
-54
-54
-54
-54
-54
-54
-54
-54
-54
-54
-53
-54
-55
-54
-53
-53
-53
-55
-53
-53
-54
-54
-54
-54
-54
-54
-55
-54
-54
-54
-53
-54
-54
-54
-54
-55
-54
-54
-52
-54
-56
-54
-55
-54
-54
-54
-54
-53
-55
-54
-54
-54
-53
-55
-54
-54
-55
-54
-55
-55
-55
-55
-54
-55
-54
-54
-54
-53
-55
-54
-53
-54
-55
-54
-54
-54
-53
-54
-54
-55
-54
-54
-54
-54
-53
-54
-53
-54
-53
-54
-55
-54
-53
-54
-54
-55
-54
-52
-53
-53
-54
-55
-56
-56
-53
-55
-54
-53
-55
-53
-54
-54
-53
-54
-53
-55
-53
-55
-53
-55
-53
-53
-54
-54
-54
-54
-55
-54
-54
-55
-54
-54
-53
-53
-54
-54
-54
-54
-54
-54
-54
-54
-54
-54
-53
-55
-54
-55
-53
-54
-54
-53
-53
-54
-54
-54
-54
-53
-54
-53
-54
-55
-53
-54
-54
-53
-53
-54
-54
-53
-55
-54
-54
-54
-54
-54
-55
-53
-53
-54
-53
-54
-56
-54
-54
-54
-55
-55
-54
-54
-54
-55
-54
-53
-53
-54
-55
-54
-54
-55
-54
-54
-55
-53
-56
-53
-53
-53
-54
-54
-54
-55
-54
-54
-53
-54
-54
-54
-53
-54
-55
-55
-53
-53
-55
-54
-53
-53
-54
-54
-54
-53
-54
-53
-53
-53
-53
-53
-54
-53
-54
-54
-54
-55
-54
-54
-54
-53
-55
-53
-55
-53
-54
-54
-54
-54
-53
-55
-54
-54
-54
-54
-55
-54
-54
-54
-55
-53
-54
-54
-53
-54
-54
-54
-53
-54
-54
-53
-55
-55
-54
-53
-56
-54
-54
-53
-54
-54
-55
-55
-54
-54
-55
-55
-53
-54
-55
-53
-54
-53
-53
-54
-54
-53
-55
-53
-53
-54
-54
-54
-54
-54
-54
-53
-54
-55
-53
-53
-54
-54
-54
-54
-54
-53
-54
-54
-54
-55
-54
-53
-53
-54
-54
-54
-54
-53
-54
-55
-54
-53
-55
-53
-54
-54
-53
-54
-54
-55
-55
-55
-56
-54
-54
-55
-55
-53
-54
-56
-54
-54
-54
-55
-53
-55
-53
-54
-53
-53
-55
-55
-54
-54
-54
-54
-55
-53
-53
-54
-54
-54
-54
-55
-54
-55
-53
-54
-54
-54
-53
-55
-53
-55
-54
-53
-54
-54
-54
-53
-54
-53
-53
-54
-54
-54
-53
-55
-54
-54
-53
-54
-54
-55
-54
-53
-55
-53
-54
-53
-54
-53
-55
-53
-55
-54
-54
-54
-54
-54
-54
-53
-54
-53
-54
-54
-53
-54
-54
-54
-53
-55
-55
-55
-55
-54
-54
-55
-54
-54
-54
-53
-54
-54
-52
-54
-55
-55
-53
-54
-54
-54
-54
-55
-54
-55
-55
-54
-55
-54
-54
-53
-54
-53
-55
-53
-54
-53
-55
-54
-54
-54
-54
-56
-56
-54
-54
-53
-54
-54
-54
-54
-54
-56
-54
-54
-54
-55
-54
-55
-54
-55
-54
-54
-54
-54
-53
-55
-55
-54
-54
-53
-55
-54
-53
-53
-54
-53
-54
-55
-54
-54
-54
-54
-53
-54
-53
-53
-54
-53
-55
-53
-53
-54
-54
-55
-56
-53
-54
-54
-54
-53
-54
-54
-55
-53
-54
-54
-54
-55
-54
-53
-54
-54
-54
-54
-54
-54
-54
-54
-53
-53
-54
-54
-54
-54
-54
-54
-54
-54
-54
-54
-54
-53
-53
-54
-53
-53
-53
-54
-54
-54
-54
-55
-54
-55
-56
-53
-53
-54
-54
-53
-54
-54
-54
-54
-54
-52
-54
-54
-55
-55
-54
-53
-55
-53
-54
-55
-53
-53
-54
-54
-53
-54
-53
-54
-55
-54
-55
-54
-53
-53
-53
-56
-53
-53
-54
-56
-55
-53
-54
-54
-53
-53
-55
-53
-53
-55
-54
-53
-53
-54
-53
-53
-54
-55
-54
-53
-55
-54
-54
-55
-53
-54
-53
-55
-54
-53
-53
-54
-55
-54
-54
-54
-53
-54
