score
-24
-25
-23
-24
-24
-25
-24
-26
-23
-24
-24
-27
-24
-24
-24
-23
-23
-24
-26
-26
-23
-25
-23
-23
-24
-23
-24
-24
-23
-23
-25
-23
-25
-23
-25
-23
-26
-24
-24
-23
-24
-25
-24
-23
-23
-23
-25
-25
-24
-23
-24
-23
-25
-24
-23
-24
-24
-25
-24
-25
-25
-26
-24
-24
-25
-24
-25
-24
-25
-24
-24
-23
-24
-25
-24
-25
-24
-23
-24
-24
-24
-23
-23
-26
-25
-26
-23
-24
-23
-26
-23
-23
-26
-25
-24
-24
-25
-23
-23
-24
-27
-24
-25
-23
-24
-23
-24
-22
-25
-25
-24
-25
-25
-24
-25
-25
-23
-24
-24
-23
-23
-24
-24
-23
-25
-23
-25
-23
-25
-23
-25
-24
-23
-24
-27
-26
-24
-23
-25
-24
-24
-24
-24
-25
-23
-24
-24
-24
-23
-25
-24
-26
-24
-25
-26
-26
-24
-24
-23
-24
-24
-23
-23
-23
-25
-24
-28
-23
-25
-25
-23
-23
-24
-22
-23
-23
-24
-25
-25
-23
-23
-24
-24
-24
-23
-24
-24
-23
-24
-24
-24
-24
-23
-23
-23
-23
-24
-25
-24
-24
-23
-25
-23
-24
-24
-24
-24
-22
-25
-24
-28
-23
-24
-24
-24
-24
-25
-24
-26
-24
-24
-23
-24
-23
-23
-26
-24
-27
-24
-23
-24
-23
-25
-25
-22
-26
-23
-23
-24
-24
-23
-24
-24
-25
-22
-25
-26
-25
-24
-24
-24
-25
-23
-23
-25
-24
-24
-24
-26
-23
-24
-22
-26
-23
-23
-26
-23
-24
-23
-24
-26
-23
-23
-25
-23
-26
-23
-23
-26
-24
-25
-24
-26
-24
-25
-24
-25
-24
-24
-23
-23
-27
-25
-24
-24
-25
-23
-24
-24
-24
-24
-24
-24
-23
-23
-26
-24
-25
-22
-24
-23
-26
-25
-25
-24
-25
-23
-25
-23
-24
-24
-23
-24
-25
-25
-27
-25
-25
-23
-25
-24
-26
-24
-25
-24
-22
-25
-24
-25
-23
-24
-25
-24
-24
-25
-27
-25
-24
-24
-25
-24
-25
-23
-26
-24
-26
-26
-24
-23
-23
-23
-25
-24
-26
-24
-25
-23
-26
-25
-25
-24
-24
-23
-24
-23
-25
-23
-25
-26
-25
-23
-24
-24
-23
-24
-23
-24
-23
-23
-25
-24
-24
-25
-25
-24
-23
-23
-22
-26
-23
-23
-26
-24
-23
-24
-24
-23
-23
-24
-23
-24
-24
-24
-24
-22
-23
-23
-25
-23
-23
-24
-24
-24
-25
-26
-24
-23
-29
-24
-24
-23
-24
-23
-25
-26
-24
-23
-23
-24
-24
-23
-23
-23
-23
-25
-27
-24
-24
-26
-24
-24
-23
-24
-22
-24
-25
-24
-25
-25
-26
-25
-25
-26
-24
-24
-22
-23
-23
-25
-24
-23
-23
-24
-24
-22
-23
-24
-24
-26
-28
-23
-24
-26
-23
-25
-25
-26
-24
-23
-25
-25
-24
-25
-23
-24
-23
-25
-24
-25
-25
-24
-25
-24
-24
-24
-24
-22
-23
-24
-23
-26
-23
-24
-24
-23
-22
-25
-25
-27
-25
-25
-24
-26
-24
-24
-27
-25
-26
-25
-24
-22
-27
-24
-24
-26
-24
-24
-27
-24
-23
-25
-27
-24
-26
-24
-26
-25
-23
-22
-24
-24
-24
-25
-24
-27
-25
-24
-24
-24
-25
-25
-23
-24
-24
-23
-25
-24
-27
-23
-24
-23
-24
-24
-25
-26
-25
-24
-25
-25
-24
-23
-24
-24
-25
-23
-25
-24
-25
-24
-26
-24
-24
-23
-25
-23
-23
-23
-24
-24
-23
