score
-9
-7
-6
-6
-8
-7
-7
-7
-10
-7
-6
-7
-8
-5
-6
-7
-6
-5
-7
-7
-7
-5
-6
-7
-8
-6
-5
-7
-7
-7
-7
-6
-7
-6
-7
-5
-6
-7
-7
-5
-6
-8
-6
-8
-5
-6
-7
-8
-5
-5
-5
-6
-6
-6
-8
-6
-6
-6
-8
-6
-7
-6
-7
-6
-6
-8
-7
-7
-7
-8
-5
-8
-6
-10
-7
-8
-5
-7
-7
-9
-7
-6
-5
-7
-5
-6
-7
-7
-6
-9
-6
-9
-6
-7
-7
-6
-6
-6
-6
-6
