score
-3
-3
-4
-3
-2
-4
-5
-3
-3
-5
-2
-4
-3
-5
-4
-3
-3
-4
-5
-3
-4
-3
-4
-4
-3
-4
-3
-3
-3
-4
-3
-3
-3
-3
-3
-6
-3
-4
-3
-6
-4
-5
-5
-2
-4
-3
-4
-3
-3
-4
-4
-4
-4
-7
-4
-3
-3
-3
-3
-4
-5
-4
-3
-3
-3
-4
-4
-3
-3
-3
-3
-3
-5
-3
-4
-3
-3
-4
-6
-4
-4
-4
-4
-2
-3
-2
-4
-4
-3
-3
-3
-3
-2
-3
-4
-3
-5
-4
-3
-4
