trial_id,score,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.batch_size,config.eps_start,config.eps_end,config.eps_decay,config.train_episodes,config.target_update_freq,config.memory_capacity,config.eval_runs_train,config.patience,config.optimise_freq,config.max_threshold
44663_00000,-7.22,30.11175847053528,True,,,1,b0418e96009245dda959c28e15b9aa16,2022-02-22_03-48-49,1645501729,30.11175847053528,18968,LAPTOP-HOHBRLK7,10.249.175.101,30.11175847053528,0,1,"0_batch_size=53,eps_decay=2578.0,eps_end=0.055349,eps_start=0.079201,eval_runs_train=25,max_threshold=8,memory_capacity=180,optimise_freq=4,patience=43,target_update_freq=22,train_episodes=1734",53,0.07920055651012049,0.055348898309438004,2578.014353980491,1734,22,180,25,43,4,8
